
> frontend@0.1.0 dev
> next dev

▲ Next.js 16.2.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.1.17:3000
- Environments: .env.local
✓ Ready in 943ms

 POST /api/reasons 200 in 1279ms (next.js: 835ms, application-code: 444ms)
 POST /api/reasons 200 in 200ms (next.js: 7ms, application-code: 192ms)
 GET /api/reasons 200 in 32ms (next.js: 9ms, application-code: 23ms)
 POST /api/reasons 200 in 361ms (next.js: 13ms, application-code: 349ms)
 POST /api/reasons 200 in 187ms (next.js: 10ms, application-code: 178ms)
 GET /api/reasons 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/reasons 200 in 156ms (next.js: 4ms, application-code: 152ms)
 POST /api/reasons 200 in 178ms (next.js: 4ms, application-code: 174ms)
 GET /api/reasons 200 in 17ms (next.js: 4ms, application-code: 13ms)
 POST /api/reasons 200 in 284ms (next.js: 3ms, application-code: 281ms)
 POST /api/reasons 200 in 150ms (next.js: 4ms, application-code: 147ms)
 GET /api/reasons 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/reasons 200 in 137ms (next.js: 3ms, application-code: 134ms)
 POST /api/reasons 200 in 130ms (next.js: 3ms, application-code: 127ms)
 GET /api/reasons 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/reasons 200 in 289ms (next.js: 4ms, application-code: 285ms)
 GET /api/reasons 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/reasons 200 in 131ms (next.js: 3ms, application-code: 128ms)
 POST /api/reasons 200 in 133ms (next.js: 3ms, application-code: 130ms)
 POST /api/reasons 200 in 147ms (next.js: 5ms, application-code: 143ms)
 POST /api/reasons 200 in 144ms (next.js: 3ms, application-code: 140ms)
 GET /api/reasons 200 in 10ms (next.js: 2ms, application-code: 8ms)
 POST /api/reasons 200 in 130ms (next.js: 4ms, application-code: 126ms)
 GET /api/reasons 200 in 10ms (next.js: 3ms, application-code: 7ms)
 POST /api/reasons 200 in 276ms (next.js: 6ms, application-code: 270ms)
 GET /api/reasons 200 in 9ms (next.js: 2ms, application-code: 6ms)
 POST /api/reasons 200 in 145ms (next.js: 3ms, application-code: 142ms)
 POST /api/reasons 200 in 144ms (next.js: 6ms, application-code: 138ms)
 POST /api/reasons 200 in 153ms (next.js: 3ms, application-code: 150ms)
 GET /api/reasons 200 in 8ms (next.js: 3ms, application-code: 5ms)
 GET /api/reasons 200 in 14ms (next.js: 4ms, application-code: 10ms)
 POST /api/reasons 200 in 295ms (next.js: 3ms, application-code: 292ms)
 POST /api/reasons 200 in 219ms (next.js: 3ms, application-code: 216ms)
 POST /api/reasons 200 in 210ms (next.js: 3ms, application-code: 207ms)
 POST /api/reasons 200 in 169ms (next.js: 3ms, application-code: 165ms)
 POST /api/reasons 200 in 154ms (next.js: 3ms, application-code: 151ms)
 POST /api/reasons 200 in 147ms (next.js: 3ms, application-code: 143ms)
 GET /api/reasons 200 in 10ms (next.js: 3ms, application-code: 6ms)
 GET /api/reasons 200 in 8ms (next.js: 2ms, application-code: 6ms)
 POST /api/reasons 200 in 310ms (next.js: 4ms, application-code: 306ms)
 POST /api/reasons 200 in 147ms (next.js: 3ms, application-code: 144ms)
 POST /api/reasons 200 in 144ms (next.js: 3ms, application-code: 141ms)
 GET /api/reasons 200 in 12ms (next.js: 5ms, application-code: 7ms)
 POST /api/reasons 200 in 142ms (next.js: 4ms, application-code: 139ms)
 POST /api/reasons 200 in 145ms (next.js: 3ms, application-code: 142ms)
 GET /api/reasons 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/reasons 200 in 153ms (next.js: 5ms, application-code: 148ms)
 POST /api/reasons 200 in 147ms (next.js: 2ms, application-code: 145ms)
 GET /api/reasons 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/reasons 200 in 153ms (next.js: 4ms, application-code: 149ms)
 GET /api/reasons 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/reasons 200 in 141ms (next.js: 2ms, application-code: 139ms)
 GET /api/reasons 200 in 10ms (next.js: 3ms, application-code: 6ms)
 POST /api/reasons 200 in 186ms (next.js: 2ms, application-code: 184ms)
 POST /api/reasons 200 in 277ms (next.js: 2ms, application-code: 275ms)
 POST /api/reasons 200 in 119ms (next.js: 5ms, application-code: 114ms)
 GET /api/reasons 200 in 9ms (next.js: 2ms, application-code: 7ms)
 POST /api/reasons 200 in 115ms (next.js: 3ms, application-code: 112ms)
 POST /api/reasons 200 in 106ms (next.js: 2ms, application-code: 104ms)
 GET /api/reasons 200 in 9ms (next.js: 2ms, application-code: 7ms)
 POST /api/reasons 200 in 251ms (next.js: 3ms, application-code: 248ms)
 GET /api/reasons 200 in 12ms (next.js: 4ms, application-code: 8ms)
 POST /api/reasons 200 in 104ms (next.js: 3ms, application-code: 101ms)
 POST /api/reasons 200 in 100ms (next.js: 2ms, application-code: 98ms)
 POST /api/reasons 200 in 103ms (next.js: 2ms, application-code: 101ms)
 GET /api/reasons 200 in 16ms (next.js: 7ms, application-code: 9ms)
 POST /api/reasons 200 in 102ms (next.js: 3ms, application-code: 99ms)
 GET /api/reasons 200 in 42ms (next.js: 13ms, application-code: 29ms)
 POST /api/reasons 200 in 286ms (next.js: 8ms, application-code: 278ms)
 GET /api/reasons 200 in 86ms (next.js: 41ms, application-code: 45ms)
 GET /dashboard 200 in 463ms (next.js: 15ms, application-code: 448ms)
 POST /api/reasons 200 in 175ms (next.js: 10ms, application-code: 164ms)
 POST /api/reasons 200 in 136ms (next.js: 7ms, application-code: 129ms)
 POST /api/reasons 200 in 231ms (next.js: 9ms, application-code: 222ms)
 POST /api/reasons 200 in 131ms (next.js: 11ms, application-code: 121ms)
 GET /api/reasons 200 in 22ms (next.js: 8ms, application-code: 14ms)
 GET /api/reasons 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/reasons 200 in 284ms (next.js: 7ms, application-code: 277ms)
 GET /api/reasons 200 in 27ms (next.js: 7ms, application-code: 20ms)
 GET /api/reasons 200 in 28ms (next.js: 9ms, application-code: 19ms)
 GET /api/reasons 200 in 51ms (next.js: 18ms, application-code: 34ms)
 GET /api/reasons 200 in 67ms (next.js: 8ms, application-code: 59ms)
 GET /api/reasons 200 in 64ms (next.js: 33ms, application-code: 31ms)
 POST /api/reasons 200 in 268ms (next.js: 21ms, application-code: 247ms)
 POST /api/reasons 200 in 374ms (next.js: 12ms, application-code: 362ms)
 POST /api/reasons 200 in 173ms (next.js: 14ms, application-code: 159ms)
 GET /api/reasons 200 in 44ms (next.js: 18ms, application-code: 26ms)
 POST /api/reasons 200 in 110ms (next.js: 6ms, application-code: 104ms)
 GET /api/reasons 200 in 20ms (next.js: 5ms, application-code: 15ms)
 GET /api/reasons 200 in 19ms (next.js: 6ms, application-code: 13ms)
 GET /api/reasons 200 in 35ms (next.js: 7ms, application-code: 28ms)
 POST /api/reasons 200 in 385ms (next.js: 19ms, application-code: 366ms)
 GET /api/reasons 200 in 23ms (next.js: 9ms, application-code: 14ms)
 POST /api/reasons 200 in 143ms (next.js: 5ms, application-code: 139ms)
 GET /api/reasons 200 in 19ms (next.js: 5ms, application-code: 13ms)
 POST /api/reasons 200 in 134ms (next.js: 3ms, application-code: 131ms)
 GET /api/reasons 200 in 22ms (next.js: 7ms, application-code: 16ms)
 POST /api/reasons 200 in 143ms (next.js: 5ms, application-code: 138ms)
 GET /api/reasons 200 in 16ms (next.js: 6ms, application-code: 10ms)
 POST /api/reasons 200 in 172ms (next.js: 7ms, application-code: 164ms)
 GET /api/reasons 200 in 25ms (next.js: 9ms, application-code: 15ms)
 POST /api/reasons 200 in 139ms (next.js: 6ms, application-code: 133ms)
 POST /api/reasons 200 in 143ms (next.js: 5ms, application-code: 138ms)
 POST /api/reasons 200 in 142ms (next.js: 5ms, application-code: 136ms)
 GET /api/reasons 200 in 23ms (next.js: 9ms, application-code: 15ms)
 POST /api/reasons 200 in 148ms (next.js: 8ms, application-code: 140ms)
 GET /api/reasons 200 in 24ms (next.js: 9ms, application-code: 16ms)
 GET /api/reasons 200 in 25ms (next.js: 11ms, application-code: 14ms)
 GET /api/reasons 200 in 15ms (next.js: 4ms, application-code: 12ms)
 POST /api/reasons 200 in 267ms (next.js: 17ms, application-code: 250ms)
 POST /api/reasons 200 in 362ms (next.js: 7ms, application-code: 354ms)
 GET /api/reasons 200 in 35ms (next.js: 8ms, application-code: 27ms)
 POST /api/reasons 200 in 164ms (next.js: 7ms, application-code: 156ms)
 GET /api/reasons 200 in 12ms (next.js: 3ms, application-code: 9ms)
 POST /api/reasons 200 in 165ms (next.js: 4ms, application-code: 161ms)
 GET /api/reasons 200 in 25ms (next.js: 8ms, application-code: 17ms)
 GET /api/reasons 200 in 16ms (next.js: 5ms, application-code: 12ms)
 GET /api/reasons 200 in 17ms (next.js: 5ms, application-code: 12ms)
 POST /api/reasons 200 in 319ms (next.js: 8ms, application-code: 311ms)
 GET /api/reasons 200 in 29ms (next.js: 9ms, application-code: 19ms)
 GET /api/reasons 200 in 44ms (next.js: 10ms, application-code: 34ms)
 GET /api/reasons 200 in 54ms (next.js: 27ms, application-code: 27ms)
 GET /api/reasons 200 in 22ms (next.js: 7ms, application-code: 15ms)
 POST /api/reasons 200 in 316ms (next.js: 7ms, application-code: 309ms)
 POST /api/chat 502 in 95ms (next.js: 7ms, application-code: 88ms)
 GET /api/reasons 200 in 20ms (next.js: 7ms, application-code: 13ms)
 POST /api/reasons 200 in 187ms (next.js: 3ms, application-code: 184ms)
 POST /api/reasons 200 in 195ms (next.js: 13ms, application-code: 182ms)
 GET /api/reasons 200 in 26ms (next.js: 9ms, application-code: 17ms)
 POST /api/reasons 200 in 154ms (next.js: 6ms, application-code: 148ms)
 GET /api/reasons 200 in 19ms (next.js: 6ms, application-code: 13ms)
 GET /api/reasons 200 in 12ms (next.js: 3ms, application-code: 9ms)
 POST /api/reasons 200 in 157ms (next.js: 4ms, application-code: 153ms)
 GET /api/reasons 200 in 18ms (next.js: 6ms, application-code: 13ms)
 GET /api/reasons 200 in 18ms (next.js: 6ms, application-code: 12ms)
 GET /api/reasons 200 in 33ms (next.js: 14ms, application-code: 19ms)
 GET /api/reasons 200 in 24ms (next.js: 8ms, application-code: 16ms)
 GET /api/reasons 200 in 15ms (next.js: 7ms, application-code: 8ms)
 POST /api/reasons 200 in 303ms (next.js: 7ms, application-code: 296ms)
 POST /api/reasons 200 in 149ms (next.js: 6ms, application-code: 143ms)
 GET /api/reasons 200 in 13ms (next.js: 4ms, application-code: 9ms)
 POST /api/reasons 200 in 145ms (next.js: 5ms, application-code: 139ms)
 GET /api/reasons 200 in 14ms (next.js: 4ms, application-code: 10ms)
 GET /api/reasons 200 in 26ms (next.js: 9ms, application-code: 17ms)
 POST /api/reasons 200 in 322ms (next.js: 7ms, application-code: 315ms)
 GET /api/reasons 200 in 25ms (next.js: 8ms, application-code: 17ms)
 POST /api/reasons 200 in 165ms (next.js: 9ms, application-code: 156ms)
 GET /api/reasons 200 in 38ms (next.js: 10ms, application-code: 28ms)
 GET /api/reasons 200 in 43ms (next.js: 25ms, application-code: 18ms)
 GET /api/reasons 200 in 38ms (next.js: 12ms, application-code: 26ms)
 GET /api/reasons 200 in 22ms (next.js: 7ms, application-code: 15ms)
 GET /api/reasons 200 in 33ms (next.js: 9ms, application-code: 24ms)
 POST /api/reasons 200 in 318ms (next.js: 6ms, application-code: 313ms)
 GET /api/reasons 200 in 30ms (next.js: 12ms, application-code: 18ms)
 POST /api/reasons 200 in 163ms (next.js: 6ms, application-code: 157ms)
 GET /api/reasons 200 in 23ms (next.js: 5ms, application-code: 18ms)
 POST /api/reasons 200 in 164ms (next.js: 8ms, application-code: 156ms)
 POST /api/reasons 200 in 163ms (next.js: 5ms, application-code: 157ms)
 GET /api/reasons 200 in 37ms (next.js: 14ms, application-code: 23ms)
 POST /api/reasons 200 in 159ms (next.js: 6ms, application-code: 153ms)
 GET /api/reasons 200 in 21ms (next.js: 7ms, application-code: 14ms)
 POST /api/reasons 200 in 163ms (next.js: 8ms, application-code: 155ms)
 POST /api/reasons 200 in 166ms (next.js: 5ms, application-code: 161ms)
 GET /api/reasons 200 in 38ms (next.js: 12ms, application-code: 26ms)
 GET /api/reasons 200 in 42ms (next.js: 23ms, application-code: 20ms)
 GET /api/reasons 200 in 19ms (next.js: 8ms, application-code: 12ms)
 GET /api/reasons 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/reasons 200 in 343ms (next.js: 7ms, application-code: 336ms)
 GET /api/reasons 200 in 27ms (next.js: 7ms, application-code: 21ms)
 POST /api/reasons 200 in 169ms (next.js: 5ms, application-code: 164ms)
 GET /api/reasons 200 in 19ms (next.js: 5ms, application-code: 14ms)
 GET /api/reasons 200 in 21ms (next.js: 5ms, application-code: 16ms)
 POST /api/reasons 200 in 385ms (next.js: 8ms, application-code: 378ms)
 GET /api/reasons 200 in 22ms (next.js: 6ms, application-code: 16ms)
 POST /api/reasons 200 in 162ms (next.js: 5ms, application-code: 157ms)
 GET /api/reasons 200 in 21ms (next.js: 8ms, application-code: 13ms)
 GET /api/reasons 200 in 33ms (next.js: 5ms, application-code: 28ms)
 GET /api/reasons 200 in 36ms (next.js: 17ms, application-code: 20ms)
 POST /api/reasons 200 in 359ms (next.js: 5ms, application-code: 354ms)
 GET /api/reasons 200 in 11ms (next.js: 4ms, application-code: 7ms)
 GET /api/reasons 200 in 31ms (next.js: 11ms, application-code: 20ms)
 POST /api/reasons 200 in 152ms (next.js: 5ms, application-code: 147ms)
 GET /api/reasons 200 in 21ms (next.js: 7ms, application-code: 14ms)
 GET /api/reasons 200 in 26ms (next.js: 9ms, application-code: 17ms)
 POST /api/reasons 200 in 304ms (next.js: 3ms, application-code: 301ms)
 GET /api/reasons 200 in 21ms (next.js: 6ms, application-code: 15ms)
 POST /api/reasons 200 in 305ms (next.js: 6ms, application-code: 299ms)
 POST /api/reasons 200 in 164ms (next.js: 10ms, application-code: 154ms)
 GET /api/reasons 200 in 22ms (next.js: 6ms, application-code: 16ms)
 POST /api/reasons 200 in 151ms (next.js: 7ms, application-code: 144ms)
 GET /api/reasons 200 in 20ms (next.js: 4ms, application-code: 16ms)
 POST /api/reasons 200 in 299ms (next.js: 4ms, application-code: 295ms)
 POST /api/reasons 200 in 168ms (next.js: 9ms, application-code: 158ms)
 POST /api/reasons 200 in 158ms (next.js: 12ms, application-code: 146ms)
 GET /api/reasons 200 in 20ms (next.js: 5ms, application-code: 16ms)
 POST /api/reasons 200 in 168ms (next.js: 4ms, application-code: 164ms)
 POST /api/reasons 200 in 148ms (next.js: 5ms, application-code: 143ms)
 GET /api/reasons 200 in 25ms (next.js: 10ms, application-code: 16ms)
 GET /api/reasons 200 in 22ms (next.js: 5ms, application-code: 17ms)
 POST /api/reasons 200 in 287ms (next.js: 6ms, application-code: 282ms)
 POST /api/reasons 200 in 163ms (next.js: 11ms, application-code: 153ms)
 POST /api/reasons 200 in 163ms (next.js: 11ms, application-code: 152ms)
 POST /api/reasons 200 in 158ms (next.js: 7ms, application-code: 151ms)
 GET /api/reasons 200 in 30ms (next.js: 12ms, application-code: 18ms)
 POST /api/reasons 200 in 154ms (next.js: 4ms, application-code: 150ms)
 POST /api/reasons 200 in 158ms (next.js: 4ms, application-code: 154ms)
 GET /api/reasons 200 in 30ms (next.js: 11ms, application-code: 19ms)
 POST /api/reasons 200 in 313ms (next.js: 5ms, application-code: 308ms)
 POST /api/reasons 200 in 150ms (next.js: 5ms, application-code: 146ms)
 GET /api/reasons 200 in 25ms (next.js: 6ms, application-code: 18ms)
 POST /api/reasons 200 in 167ms (next.js: 6ms, application-code: 160ms)
 GET /api/reasons 200 in 25ms (next.js: 9ms, application-code: 16ms)
 POST /api/reasons 200 in 159ms (next.js: 7ms, application-code: 152ms)
 GET /api/reasons 200 in 23ms (next.js: 8ms, application-code: 15ms)
 GET /api/reasons 200 in 16ms (next.js: 5ms, application-code: 11ms)
 POST /api/reasons 200 in 307ms (next.js: 7ms, application-code: 300ms)
 POST /api/reasons 200 in 180ms (next.js: 15ms, application-code: 165ms)
 GET /api/reasons 200 in 20ms (next.js: 7ms, application-code: 13ms)
 POST /api/reasons 200 in 158ms (next.js: 6ms, application-code: 152ms)
 GET /api/reasons 200 in 22ms (next.js: 7ms, application-code: 15ms)
 POST /api/reasons 200 in 313ms (next.js: 7ms, application-code: 306ms)
 GET /api/reasons 200 in 25ms (next.js: 8ms, application-code: 17ms)
 GET /api/reasons 200 in 25ms (next.js: 5ms, application-code: 20ms)
 POST /api/reasons 200 in 297ms (next.js: 13ms, application-code: 284ms)
 GET /api/reasons 200 in 25ms (next.js: 6ms, application-code: 19ms)
 POST /api/reasons 200 in 278ms (next.js: 4ms, application-code: 274ms)
 POST /api/reasons 200 in 291ms (next.js: 4ms, application-code: 287ms)
 POST /api/reasons 200 in 169ms (next.js: 11ms, application-code: 158ms)
 POST /api/reasons 200 in 159ms (next.js: 7ms, application-code: 152ms)
 POST /api/reasons 200 in 157ms (next.js: 6ms, application-code: 152ms)
 GET /api/reasons 200 in 17ms (next.js: 4ms, application-code: 13ms)
 POST /api/reasons 200 in 159ms (next.js: 8ms, application-code: 151ms)
 GET /api/reasons 200 in 17ms (next.js: 4ms, application-code: 13ms)
 POST /api/reasons 200 in 282ms (next.js: 6ms, application-code: 276ms)
 POST /api/reasons 200 in 156ms (next.js: 5ms, application-code: 151ms)
 GET /api/reasons 200 in 17ms (next.js: 4ms, application-code: 12ms)
 POST /api/reasons 200 in 164ms (next.js: 5ms, application-code: 158ms)
 POST /api/reasons 200 in 158ms (next.js: 6ms, application-code: 152ms)
 GET /api/reasons 200 in 12ms (next.js: 4ms, application-code: 8ms)
 GET /api/reasons 200 in 14ms (next.js: 5ms, application-code: 10ms)
 POST /api/reasons 200 in 272ms (next.js: 4ms, application-code: 268ms)
 POST /api/reasons 200 in 148ms (next.js: 6ms, application-code: 142ms)
 POST /api/reasons 200 in 176ms (next.js: 14ms, application-code: 162ms)
 POST /api/reasons 200 in 175ms (next.js: 7ms, application-code: 168ms)
 GET /api/reasons 200 in 47ms (next.js: 10ms, application-code: 37ms)
 POST /api/reasons 200 in 155ms (next.js: 5ms, application-code: 149ms)
 GET /api/reasons 200 in 43ms (next.js: 16ms, application-code: 27ms)
 POST /api/reasons 200 in 181ms (next.js: 7ms, application-code: 173ms)
 POST /api/reasons 200 in 165ms (next.js: 7ms, application-code: 159ms)
 GET /api/reasons 200 in 18ms (next.js: 5ms, application-code: 13ms)
 GET /api/reasons 200 in 20ms (next.js: 7ms, application-code: 13ms)
 POST /api/reasons 200 in 153ms (next.js: 5ms, application-code: 147ms)
 GET /api/reasons 200 in 37ms (next.js: 7ms, application-code: 30ms)
 POST /api/reasons 200 in 184ms (next.js: 8ms, application-code: 177ms)
 GET /api/reasons 200 in 20ms (next.js: 6ms, application-code: 15ms)
 POST /api/reasons 200 in 338ms (next.js: 4ms, application-code: 334ms)
 GET /api/reasons 200 in 25ms (next.js: 8ms, application-code: 17ms)
 POST /api/reasons 200 in 134ms (next.js: 6ms, application-code: 127ms)
 POST /api/reasons 200 in 122ms (next.js: 4ms, application-code: 118ms)
 GET /api/reasons 200 in 33ms (next.js: 7ms, application-code: 26ms)
 POST /api/reasons 200 in 308ms (next.js: 9ms, application-code: 300ms)
 POST /api/reasons 200 in 143ms (next.js: 11ms, application-code: 133ms)
 GET /api/reasons 200 in 24ms (next.js: 6ms, application-code: 18ms)
 POST /api/reasons 200 in 130ms (next.js: 6ms, application-code: 124ms)
 POST /api/reasons 200 in 126ms (next.js: 7ms, application-code: 119ms)
 POST /api/reasons 200 in 124ms (next.js: 9ms, application-code: 115ms)
 GET /api/reasons 200 in 29ms (next.js: 11ms, application-code: 18ms)
 GET /api/reasons 200 in 20ms (next.js: 3ms, application-code: 17ms)
 POST /api/reasons 200 in 324ms (next.js: 11ms, application-code: 313ms)
 POST /api/reasons 200 in 132ms (next.js: 9ms, application-code: 123ms)
 POST /api/reasons 200 in 170ms (next.js: 8ms, application-code: 162ms)
 GET /api/reasons 200 in 24ms (next.js: 9ms, application-code: 15ms)
 POST /api/reasons 200 in 151ms (next.js: 13ms, application-code: 138ms)
 GET /api/reasons 200 in 9ms (next.js: 3ms, application-code: 6ms)
 POST /api/reasons 200 in 308ms (next.js: 7ms, application-code: 300ms)
 POST /api/reasons 200 in 129ms (next.js: 6ms, application-code: 123ms)
 POST /api/reasons 200 in 128ms (next.js: 5ms, application-code: 123ms)
 GET /api/reasons 200 in 18ms (next.js: 4ms, application-code: 14ms)
 POST /api/reasons 200 in 138ms (next.js: 8ms, application-code: 130ms)
 POST /api/reasons 200 in 127ms (next.js: 6ms, application-code: 122ms)
 GET /api/reasons 200 in 20ms (next.js: 5ms, application-code: 15ms)
 GET /api/reasons 200 in 23ms (next.js: 6ms, application-code: 17ms)
 POST /api/reasons 200 in 300ms (next.js: 4ms, application-code: 296ms)
 POST /api/reasons 200 in 116ms (next.js: 3ms, application-code: 113ms)
 POST /api/reasons 200 in 123ms (next.js: 6ms, application-code: 117ms)
 GET /api/reasons 200 in 18ms (next.js: 7ms, application-code: 11ms)
 POST /api/reasons 200 in 127ms (next.js: 6ms, application-code: 121ms)
 GET /api/reasons 200 in 23ms (next.js: 10ms, application-code: 13ms)
 POST /api/reasons 200 in 125ms (next.js: 5ms, application-code: 120ms)
 POST /api/reasons 200 in 125ms (next.js: 9ms, application-code: 115ms)
 GET /api/reasons 200 in 19ms (next.js: 6ms, application-code: 13ms)
 POST /api/reasons 200 in 114ms (next.js: 7ms, application-code: 107ms)
 POST /api/reasons 200 in 112ms (next.js: 4ms, application-code: 108ms)
 GET /api/reasons 200 in 30ms (next.js: 6ms, application-code: 24ms)
 POST /api/reasons 200 in 135ms (next.js: 13ms, application-code: 122ms)
 GET /api/reasons 200 in 17ms (next.js: 5ms, application-code: 12ms)
 GET /api/reasons 200 in 18ms (next.js: 5ms, application-code: 13ms)
 POST /api/reasons 200 in 301ms (next.js: 5ms, application-code: 296ms)
 POST /api/reasons 200 in 128ms (next.js: 7ms, application-code: 120ms)
 GET /api/reasons 200 in 11ms (next.js: 3ms, application-code: 8ms)
 POST /api/reasons 200 in 118ms (next.js: 4ms, application-code: 114ms)
 GET /api/reasons 200 in 20ms (next.js: 6ms, application-code: 14ms)
 POST /api/reasons 200 in 654ms (next.js: 5ms, application-code: 650ms)
 POST /api/reasons 200 in 397ms (next.js: 10ms, application-code: 387ms)
 GET /api/reasons 200 in 18ms (next.js: 4ms, application-code: 14ms)
 POST /api/reasons 200 in 280ms (next.js: 7ms, application-code: 273ms)
 POST /api/reasons 200 in 392ms (next.js: 6ms, application-code: 387ms)
 GET /api/reasons 200 in 25ms (next.js: 9ms, application-code: 16ms)
 POST /api/reasons 200 in 318ms (next.js: 5ms, application-code: 313ms)
 GET /api/reasons 200 in 26ms (next.js: 6ms, application-code: 20ms)
